,Date,Open,High,Low,Close,Adj.Close,Volume
317,4/22/2010,5.751633,5.809731,5.647058,5.753957,5.521596,15887111
318,4/23/2010,5.751633,5.809731,5.47509,5.47509,5.253992,13207650
319,4/26/2010,5.499491,5.556427,5.240377,5.342628,5.148731,26106009
320,4/27/2010,5.344952,5.344952,4.999854,5.275236,5.083787,28430488
321,4/28/2010,5.147421,5.34379,5.066085,5.124183,4.938215,14823938
322,4/29/2010,5.17066,5.200871,4.973129,4.984749,4.803842,13766996
323,4/30/2010,4.996368,5.096296,4.787218,4.890631,4.71314,18431842
324,5/4/2010,4.793028,5.007988,4.791866,4.976615,4.796002,9523934
325,5/5/2010,4.935947,5.132316,4.801161,5.112563,4.927017,37463427
326,5/6/2010,5.135802,5.135802,4.793028,4.801161,4.626916,12870724
327,5/7/2010,4.647785,4.833696,4.587363,4.827886,4.652672,16100047
328,5/10/2010,4.74074,4.856935,4.647785,4.816267,4.641475,18172002
329,5/11/2010,4.810457,4.87785,4.6687,4.787218,4.613479,22383659
330,5/12/2010,4.65127,4.750036,4.308496,4.308496,4.152131,60373127
331,5/13/2010,4.2748,4.414233,4.189978,4.366594,4.208121,16775827
332,5/14/2010,4.374727,4.45374,4.262018,4.409586,4.249552,13524928
333,5/17/2010,4.299201,4.36427,4.195787,4.215541,4.06255,7124950
334,5/18/2010,4.102832,4.334059,4.102832,4.300363,4.144293,9057553
335,5/19/2010,4.270152,4.430501,4.196949,4.415395,4.25515,16374836
336,5/20/2010,4.366594,4.530428,4.357298,4.407262,4.247313,12184918
337,5/21/2010,4.357298,4.597821,4.265504,4.562962,4.397362,17747361
338,5/24/2010,4.630355,4.700072,4.562962,4.647785,4.479107,29869754
339,5/25/2010,4.635003,4.635003,4.475816,4.490922,4.327935,10377803
340,5/26/2010,4.490922,4.560639,4.464197,4.518809,4.354812,6886790
341,5/27/2010,4.486274,4.636165,4.36427,4.598983,4.432076,13144127
342,5/28/2010,4.65127,4.65127,4.514161,4.547857,4.382805,9262700
344,6/1/2010,4.53159,4.603631,4.300363,4.402614,4.242834,16471192
345,6/2/2010,4.399128,4.530428,4.331735,4.516485,4.352572,6923332
346,6/3/2010,4.53159,4.6687,4.473493,4.560639,4.395123,13004069
347,6/4/2010,4.543209,4.647785,4.497893,4.624546,4.456711,7630051
348,6/7/2010,4.508351,4.763979,4.493246,4.75236,4.579886,17073070
349,6/8/2010,4.755846,4.822076,4.65127,4.684967,4.514939,18147233
350,6/9/2010,4.729121,4.822076,4.672185,4.798838,4.624677,22555130
351,6/10/2010,4.763979,4.903413,4.75236,4.867392,4.690744,12962664
352,6/11/2010,4.874364,4.995206,4.868554,4.874364,4.697463,13106931
354,6/17/2010,4.870878,4.931299,4.686129,4.686129,4.516059,8047652
355,6/18/2010,4.674509,4.724473,4.590849,4.647785,4.479107,19040966
356,6/21/2010,4.593173,4.74074,4.452578,4.696586,4.526136,8965328
357,6/22/2010,4.666376,4.747712,4.666376,4.681481,4.51158,3066294
358,6/23/2010,4.690777,4.763979,4.619898,4.714015,4.542933,4798311
359,6/24/2010,4.65708,4.758169,4.646623,4.646623,4.477987,2761280
360,6/25/2010,4.648946,4.682643,4.546695,4.560639,4.395123,6324724
362,6/29/2010,4.53159,4.552505,4.194625,4.392156,4.232755,16227282
363,6/30/2010,4.235294,4.351488,4.09005,4.142338,3.992004,16304032
364,7/1/2010,3.915758,3.921568,3.869281,3.8809,3.740053,24183571
365,7/2/2010,3.837908,3.927378,3.619462,3.816993,3.678466,14901894
367,7/6/2010,3.840232,4.055192,3.840232,4.008714,3.863229,18418416
368,7/7/2010,4.0122,4.100508,4.009876,4.066811,3.919217,14983765
369,7/8/2010,4.079593,4.127233,4.008714,4.044734,3.897942,5140530
370,7/9/2010,4.014524,4.130718,4.007552,4.085403,3.937135,16277646
371,7/12/2010,4.120261,4.136528,4.004066,4.041249,3.894583,6381792
372,7/13/2010,4.042411,4.10167,3.921568,4.066811,3.919217,13281285
373,7/14/2010,4.10167,4.180682,4.049382,4.079593,3.931535,23055506
374,7/15/2010,4.069135,4.09005,3.882062,3.892519,3.751251,5564508
375,7/16/2010,3.892519,3.993609,3.859985,3.949455,3.806121,7294631
376,7/19/2010,3.892519,4.037763,3.892519,3.991285,3.846432,12678271
377,7/20/2010,3.991285,4.206245,3.991285,4.134204,3.984165,11221474
378,7/21/2010,4.180682,4.299201,4.136528,4.17371,4.022237,12355993
379,7/22/2010,4.159767,4.44793,4.159767,4.380537,4.221557,17625221
380,7/23/2010,4.348002,4.543209,4.313144,4.512999,4.349212,24973056
381,7/26/2010,4.508351,4.630355,4.433986,4.612926,4.445514,15630077
382,7/27/2010,4.598983,4.691938,4.508351,4.647785,4.479107,9465463
383,7/28/2010,4.559477,4.982425,4.53159,4.86623,4.689624,27495385
384,7/29/2010,4.860421,4.860421,4.769789,4.84183,4.666109,9346972
385,7/30/2010,4.838344,4.885984,4.671023,4.769789,4.596684,11008770
386,8/2/2010,4.763979,4.763979,4.671023,4.711692,4.540694,21782435
387,8/3/2010,4.736092,4.816267,4.688453,4.71053,4.539575,12819035
388,8/4/2010,4.717501,4.75236,4.578068,4.720987,4.549651,8303361
389,8/5/2010,4.729121,4.775599,4.647785,4.712854,4.541814,11540619
390,8/6/2010,4.70472,4.809295,4.682643,4.766303,4.593323,20742551
391,8/9/2010,4.811619,4.973129,4.743064,4.941757,4.76241,15533704
392,8/10/2010,4.938271,5.063761,4.789542,4.793028,4.619079,12644844
393,8/11/2010,4.822076,4.879012,4.694262,4.779084,4.60564,11027876
394,8/12/2010,4.705882,4.775599,4.652432,4.717501,4.546292,7193361
395,8/13/2010,4.715177,4.949891,4.672185,4.917356,4.738895,12634276
396,8/16/2010,4.917356,5.030065,4.882498,4.975453,4.794882,10505890
397,8/17/2010,4.975453,5.031227,4.927814,4.968482,4.788164,10433184
398,8/18/2010,5.025417,5.111401,4.903413,5.060275,4.876626,12461445
399,8/19/2010,5.059114,5.145098,4.998692,5.053304,4.869909,10315201
400,8/20/2010,5.031227,5.100944,4.845315,4.880174,4.703062,13126252
401,8/23/2010,4.901089,4.962672,4.868554,4.885984,4.708662,8899800
402,8/24/2010,4.880174,5.031227,4.880174,4.974291,4.793763,7597210
403,8/25/2010,4.903413,5.159041,4.903413,4.938271,4.75905,12501645
404,8/26/2010,4.940595,5.112563,4.91968,5.090486,4.905741,13438237
405,8/27/2010,5.087,5.240377,5.067247,5.240377,5.050192,21342768
406,8/30/2010,5.286855,5.764415,5.286855,5.693536,5.486905,29436481
407,8/31/2010,5.635439,5.908496,5.623819,5.697022,5.490264,18422099
408,9/1/2010,5.671459,5.862018,5.461147,5.509949,5.309981,13943424
409,9/2/2010,5.509949,5.856209,5.463471,5.751633,5.542893,22125050
410,9/3/2010,5.877124,5.900363,5.607552,5.82135,5.61008,28469130
412,9/7/2010,5.635439,5.726071,5.604066,5.691212,5.484665,8004785
413,9/8/2010,5.670297,6.260566,5.635439,6.260566,6.033357,14745897
414,9/9/2010,6.341902,6.390704,5.925925,6.274509,6.046793,14518390
415,9/10/2010,6.217574,6.390704,6.11997,6.282643,6.054632,11074582
416,9/13/2010,6.318663,6.365141,6.216412,6.363979,6.133017,13822171
417,9/14/2010,6.367465,6.853159,6.300072,6.469716,6.234916,16877768
418,9/15/2010,6.501089,6.506899,6.172258,6.223384,5.997523,10846491
419,9/16/2010,6.109513,6.309368,5.925925,6.228031,6.002002,13934749
420,9/17/2010,6.217574,6.309368,6.100217,6.217574,5.991924,3356239
421,9/20/2010,6.217574,6.267538,5.937545,5.943355,5.727657,8373554
422,9/21/2010,6.032824,6.035148,5.891067,6.004938,5.787006,3055055
423,9/27/2010,5.982861,6.426724,5.982861,6.252432,6.025517,7384222
424,9/28/2010,6.272185,6.384894,6.216412,6.272185,6.044553,5738372
425,9/29/2010,6.158315,6.390704,6.158315,6.233841,6.0076,4593164
426,9/30/2010,6.202469,6.296586,6.014233,6.065359,5.845234,25110584
427,10/8/2010,6.149019,6.151343,5.774872,5.866666,5.653751,37547304
428,10/11/2010,5.866666,5.885257,5.6122,5.670297,5.464509,34004137
429,10/12/2010,5.658678,5.758605,5.484386,5.513435,5.313341,19887606
430,10/13/2010,5.519244,5.571532,5.310094,5.523892,5.323418,32352176
431,10/14/2010,5.426289,5.457661,5.281045,5.310094,5.117379,27453567
432,10/15/2010,5.286855,5.483224,5.153231,5.275236,5.083787,30723107
433,10/18/2010,5.297312,5.298474,5.005664,5.089324,4.904621,28637744
434,10/19/2010,5.135802,5.598257,5.13464,5.598257,5.395084,32598986
435,10/20/2010,5.559912,5.83297,5.498329,5.577342,5.374928,33722798
436,10/21/2010,5.577342,5.740014,5.525054,5.697022,5.490264,15029180
437,10/22/2010,5.698184,6.26289,5.698184,6.147857,5.924737,26116569
441,10/28/2010,6.727668,6.762527,6.287291,6.762527,6.5171,51577393
442,10/29/2010,6.727668,7.267973,6.287291,6.983297,6.729858,37980129
443,11/1/2010,6.879883,7.265649,6.646332,7.058823,6.802643,33547188
444,11/2/2010,7.018155,7.523602,6.925199,7.436456,7.166572,23977124
445,11/3/2010,7.422512,7.422512,6.983297,6.983297,6.729858,12275077
446,11/4/2010,6.982135,7.681626,6.774146,7.639796,7.362531,30663492
447,11/5/2010,7.64793,8.386928,7.518954,8.326506,8.024317,40529852
448,11/8/2010,8.323021,8.575163,8.133623,8.307915,8.006402,22000329
449,11/9/2010,8.226579,8.540305,7.99419,8.267247,7.967208,17663166
450,11/10/2010,8.16732,8.409005,8.049963,8.264923,7.964971,14374210
451,11/11/2010,8.249818,9.091067,8.142919,8.654175,8.340096,19898054
452,11/12/2010,8.511256,9.039941,8.017429,8.25098,7.951533,22327977
453,11/15/2010,8.313725,9.075962,8.313725,9.0748,8.745454,14708261
454,11/16/2010,9.08061,9.08061,8.584458,8.612345,8.299784,20056736
455,11/17/2010,8.598402,9.469862,8.366013,8.691358,8.375928,18076842
456,11/18/2010,8.366013,9.141031,8.249818,8.970225,8.644676,12370434
457,11/19/2010,8.900508,9.867247,8.856354,9.867247,9.509142,22572412
458,11/22/2010,10.108932,10.681771,9.179375,9.526797,9.181048,34136897
459,11/23/2010,9.388525,10.085693,9.214233,9.806826,9.450914,17042776
460,11/24/2010,9.806826,9.946259,9.308351,9.562817,9.215763,25457735
462,11/26/2010,9.586056,9.723166,9.039941,9.655773,9.305345,16962961
463,11/29/2010,9.586056,10.318082,9.539578,9.876543,9.518102,14971225
464,11/30/2010,9.72549,10.039215,9.308351,9.574437,9.226959,10159471
466,12/2/2010,9.597676,9.834713,9.237472,9.402469,9.061232,13177907
467,12/3/2010,9.382716,9.382716,8.702977,8.828467,8.508063,17923797
468,12/6/2010,8.691358,8.892374,8.540305,8.575163,8.263951,12806478
469,12/7/2010,8.570515,8.855192,8.485693,8.831953,8.511422,10217193
470,12/8/2010,8.743645,9.201452,8.743645,9.095715,8.765611,8150506
471,12/9/2010,9.096877,9.214233,8.938852,9.095715,8.765611,7635654
472,12/10/2010,8.94931,9.24212,8.94931,9.237472,8.902224,4801332
473,12/13/2010,9.237472,9.696441,9.180537,9.527959,9.182168,7917534
474,12/14/2010,9.526797,10.271604,9.441975,10.225127,9.854035,11021206
475,12/15/2010,10.162381,10.515613,9.789397,9.946259,9.585287,9104767
476,12/16/2010,9.946259,10.213507,9.899782,9.968336,9.606564,6596578
477,12/17/2010,9.853304,10.045025,9.818445,9.899782,9.540498,3090934
478,12/20/2010,9.969498,10.004357,9.435003,9.644153,9.294144,6076623
479,12/21/2010,9.730137,9.730137,9.202614,9.294408,8.957092,6798730
480,12/22/2010,9.307189,9.307189,8.953957,9.11663,8.785768,9447924
481,12/23/2010,8.869135,9.179375,8.869135,8.934204,8.609962,4505612
483,12/27/2010,8.809876,9.109658,8.64488,8.654175,8.340096,7321070
484,12/28/2010,8.714596,8.714596,8.278867,8.366013,8.062392,9789901
485,12/29/2010,8.352069,9.036456,8.352069,9.035294,8.707382,16738390
486,12/30/2010,9.039941,9.410602,8.891212,9.179375,8.846235,6226002
487,12/31/2010,9.179375,9.50472,9.086419,9.179375,8.846235,4849613
488,1/4/2011,9.237472,9.708061,9.237472,9.702251,9.350136,9223326
489,1/5/2011,9.702251,9.702251,9.342047,9.410602,9.06907,6431502
490,1/6/2011,9.353667,9.467538,8.959767,9.272331,8.935818,10207305
491,1/7/2011,9.272331,9.272331,8.598402,8.714596,8.398323,10491939
492,1/10/2011,8.766884,8.766884,8.191721,8.331154,8.028797,19795760
493,1/11/2011,8.296296,8.458968,7.977923,8.005809,7.715259,12845981
494,1/12/2011,8.0244,8.132461,7.631663,7.936092,7.648074,18053244
495,1/13/2011,8.005809,8.540305,8.005809,8.419462,8.113902,23676387
496,1/14/2011,8.435729,8.435729,8.133623,8.331154,8.028797,6934890
498,1/18/2011,8.131299,8.212636,7.845461,7.959331,7.670469,6717591
499,1/19/2011,8.003485,8.018591,7.729266,8.011619,7.72086,9289310
500,1/20/2011,7.961655,8.005809,7.726942,7.837327,7.552892,9956002
501,1/21/2011,7.837327,7.837327,7.262164,7.366739,7.099383,9480946
502,1/24/2011,7.355119,7.355119,6.756717,6.843863,6.595485,13502302
503,1/25/2011,6.797385,6.925199,6.332607,6.925199,6.673868,29687827
504,1/26/2011,6.796223,7.145969,6.727668,6.906608,6.655953,16406886
505,1/27/2011,6.855482,7.190123,6.625417,7.173856,6.913501,14935948
506,1/28/2011,7.320261,7.378358,6.926361,7.028612,6.773529,12936458
507,1/31/2011,7.087872,7.33188,6.972839,7.271459,7.007562,8188270
508,2/1/2011,7.271459,7.506172,7.204066,7.424836,7.155372,5198846
509,2/9/2011,7.207552,7.329557,7.090196,7.273783,7.009801,5452412
510,2/10/2011,7.273783,7.738562,7.273783,7.503848,7.231517,4620781
511,2/11/2011,7.55265,7.703703,7.416702,7.628177,7.351334,7725279
512,2/14/2011,7.703703,7.938416,7.680464,7.866376,7.580888,11459729
513,2/15/2011,7.866376,8.307915,7.829193,8.191721,7.894425,12265541
514,2/16/2011,8.249818,8.249818,7.879157,7.959331,7.670469,17235909
515,2/17/2011,7.959331,8.075526,7.823384,7.897748,7.61112,9596605
518,2/22/2011,8.134785,8.191721,7.844299,7.916339,7.629037,5888972
519,2/23/2011,7.877995,8.505446,7.877995,8.271895,7.971691,13040973
520,2/24/2011,8.291648,8.420624,8.191721,8.296296,7.995206,6903821
521,2/25/2011,8.29281,8.296296,7.886129,7.901234,7.614481,11662561
522,2/28/2011,7.983732,8.046477,7.844299,7.945388,7.657032,8967067
523,3/1/2011,7.947712,8,7.887291,7.936092,7.648074,5931969
524,3/2/2011,7.959331,8.010457,7.746695,8.010457,7.719739,8640872
525,3/3/2011,7.987799,8.149891,7.578213,7.593899,7.339592,11787183
526,3/4/2011,7.593899,7.682788,7.407407,7.640958,7.385074,5953252
527,3/7/2011,7.66013,8.156862,7.33769,7.822222,7.560269,22204962
528,3/8/2011,7.808278,8.120261,7.552069,8.104575,7.833166,20906744
529,3/9/2011,8.230065,8.915032,8.230065,8.915032,8.616484,37739175
530,3/10/2011,8.916775,9.586056,8.916775,9.132897,8.827054,50594812
531,3/11/2011,9.132897,9.220043,8.766884,8.867973,8.571,26484363
532,3/14/2011,8.829629,8.888888,8.402614,8.798257,8.503618,18793582
533,3/15/2011,8.766884,8.784313,8.53159,8.639651,8.350324,14123705
534,3/16/2011,8.636165,9.272331,8.636165,9.052723,8.749563,22665345
535,3/17/2011,8.85403,9.10501,8.714596,8.871459,8.574368,13168027
536,3/18/2011,8.906318,9.061437,8.404357,8.421786,8.139756,31515926
537,3/21/2011,8.278867,8.596078,8.104575,8.244008,7.96793,23242801
538,3/22/2011,8.296296,8.385185,8.139433,8.191721,7.917394,9716857
539,3/23/2011,8.210893,8.430501,8.142919,8.393899,8.112801,11950265
540,3/24/2011,8.428758,8.488017,8.313725,8.318954,8.040366,8118384
541,3/25/2011,8.210893,8.399128,8.165577,8.188235,7.914025,12396218
542,3/28/2011,8.191721,8.270152,7.98257,7.996514,7.728724,13824902
543,3/29/2011,7.98257,8.132461,7.688017,8.017429,7.748939,16554884
544,3/30/2011,7.930283,8.045315,7.796078,7.796078,7.535001,8160566
545,3/31/2011,7.759477,7.843137,7.696732,7.715904,7.457511,5385119
546,4/1/2011,7.715904,8.034858,7.705446,7.933769,7.668081,8632120
547,4/6/2011,7.911111,8.06623,7.782135,7.789106,7.528262,7894972
548,4/7/2011,7.77342,7.832679,7.398692,7.407407,7.159346,23229743
549,4/8/2011,7.318518,7.529411,7.287145,7.416122,7.167768,14232706
550,4/11/2011,7.452723,7.491067,7.194771,7.292374,7.048165,12648261
551,4/12/2011,7.290631,7.320261,7.125054,7.175599,6.9353,11144319
552,4/13/2011,7.173856,7.661873,7.145969,7.656644,7.400236,29210094
553,4/14/2011,7.637472,7.912854,7.588671,7.745533,7.486147,16377997
554,4/15/2011,7.77342,7.77342,7.475381,7.609586,7.354753,8674572
555,4/18/2011,7.599128,7.668845,7.372549,7.633986,7.378337,10496216
556,4/19/2011,7.590413,7.616557,7.424836,7.46318,7.21325,7566115
557,4/20/2011,7.478867,7.869281,7.461437,7.790849,7.529946,15856504
558,4/21/2011,7.790849,8,7.721132,7.895424,7.63102,14656678
560,4/25/2011,7.789106,7.790849,7.668845,7.712418,7.454142,6837556
561,4/26/2011,7.679302,7.686274,7.459694,7.54684,7.29411,6225382
562,4/27/2011,7.548583,7.595642,7.320261,7.407407,7.159346,6615635
563,4/28/2011,7.407407,7.541612,7.389978,7.407407,7.159346,5639296
564,4/29/2011,7.477124,7.717647,7.407407,7.54684,7.29411,7849594
565,5/3/2011,7.581699,7.77342,7.581699,7.703703,7.445719,7709174
566,5/4/2011,7.755991,7.919825,7.668845,7.698474,7.440665,10261226
567,5/5/2011,7.583442,7.818736,7.583442,7.693246,7.435613,7697211
568,5/6/2011,7.677559,8,7.599128,7.890196,7.625967,17336097
569,5/9/2011,7.952941,8.069716,7.688017,7.843137,7.580483,11350243
570,5/10/2011,7.811764,7.947712,7.719389,7.747276,7.487832,8924394
571,5/11/2011,7.729847,7.846623,7.729847,7.755991,7.496256,4828335
572,5/12/2011,7.721132,7.808278,7.511982,7.517211,7.265472,7568146
573,5/13/2011,7.459694,7.531154,7.189542,7.351633,7.10544,10583799
574,5/16/2011,7.320261,7.513725,7.280174,7.435294,7.186298,3180715
575,5/17/2011,7.438779,7.529411,7.407407,7.435294,7.186298,3348737
576,5/18/2011,7.423093,7.470152,7.355119,7.407407,7.159346,3623397
577,5/19/2011,7.40915,7.40915,7.180827,7.248801,7.006051,9788129
578,5/20/2011,7.12854,7.233115,6.971677,7.029193,6.793797,13063249
579,5/23/2011,6.97342,7.163398,6.949019,6.971677,6.738207,9513991
580,5/24/2011,6.849673,7.144226,6.849673,7.058823,6.822435,5714808
581,5/25/2011,7.076252,7.194771,7.043137,7.051851,6.815697,5447211
582,5/26/2011,7.067538,7.142483,6.607407,6.689324,6.46531,11531778
583,5/27/2011,6.588235,6.736383,6.309368,6.448801,6.232842,9801388
585,5/31/2011,6.248366,6.518518,6.152505,6.49586,6.278325,9467420
586,6/1/2011,6.476688,6.48366,6.389542,6.457516,6.241265,3662779
587,6/2/2011,6.396514,6.431372,6.236165,6.271023,6.061018,5912155
588,6/3/2011,6.274509,6.431372,6.196078,6.365141,6.151984,6795116
589,6/7/2011,6.379084,6.48366,6.29891,6.443572,6.227788,4160077
590,6/8/2011,6.363398,6.515032,6.363398,6.448801,6.232842,5645556
591,6/9/2011,6.448801,6.971677,6.413943,6.675381,6.451834,16502914
592,6/10/2011,6.666666,6.820043,6.492374,6.570806,6.350761,7738200
593,6/13/2011,6.476688,6.535947,6.417429,6.501089,6.283379,3513920
594,6/14/2011,6.501089,6.72244,6.461002,6.631808,6.409719,7230747
595,6/15/2011,6.623093,6.945533,6.589978,6.760784,6.534378,9372539
596,6/16/2011,6.628322,6.757298,6.628322,6.654466,6.431619,3176262
597,6/17/2011,6.605664,6.741612,6.427886,6.431372,6.215997,4742978
598,6/20/2011,6.389542,6.398257,6.24488,6.290196,6.079548,6240535
599,6/21/2011,6.345969,6.474945,6.281481,6.4122,6.197466,5081807
600,6/22/2011,6.417429,6.445315,6.335511,6.361655,6.148613,3186263
601,6/23/2011,6.326797,6.492374,6.279738,6.461002,6.244634,6094992
602,6/24/2011,6.464488,6.685838,6.433115,6.623093,6.401298,8465876
603,6/27/2011,6.623093,6.949019,6.607407,6.797385,6.569752,9717856
604,6/28/2011,6.797385,7.023965,6.755555,6.851416,6.621973,7677779
605,6/29/2011,6.942047,6.942047,6.779956,6.797385,6.569752,5348245
606,6/30/2011,6.748583,7.069281,6.748583,7.058823,6.822435,10352917
607,7/1/2011,7.058823,7.093681,6.97342,6.992592,6.758422,5893353
609,7/5/2011,7.111111,7.156427,7.058823,7.121568,6.88308,5233420
610,7/6/2011,7.121568,7.299346,6.969934,7.203485,6.962252,9555628
611,7/7/2011,7.215686,7.874509,7.215686,7.616557,7.361491,21568501
612,7/8/2011,7.616557,7.66013,7.513725,7.57647,7.322746,5599972
613,7/11/2011,7.531154,7.80305,7.496296,7.703703,7.445719,8593036
614,7/12/2011,7.613071,7.855337,7.613071,7.653159,7.396867,7932065
615,7/13/2011,7.668845,7.843137,7.633986,7.790849,7.529946,6984144
616,7/14/2011,7.792592,7.851851,7.639215,7.729847,7.470987,7187102
617,7/15/2011,7.729847,7.787363,7.56427,7.668845,7.412029,8845176
618,7/18/2011,7.703703,7.715904,7.569498,7.571241,7.317693,8427756
619,7/19/2011,7.518954,7.6061,7.328976,7.374291,7.127338,8937028
620,7/20/2011,7.381263,7.381263,7.126797,7.267973,7.024582,14867727
621,7/21/2011,7.267973,7.416122,7.189542,7.196514,6.955514,9916149
622,7/22/2011,7.217429,7.28366,7.142483,7.145969,6.906662,8257559
623,7/25/2011,7.156427,7.206971,6.833986,6.833986,6.605128,9548955
624,7/26/2011,6.867102,6.919389,6.556862,6.623093,6.401298,12427206
625,7/27/2011,6.624836,6.966448,6.605664,6.867102,6.637135,19906634
626,7/28/2011,6.863616,6.90196,6.772984,6.809586,6.581544,9634197
627,7/29/2011,6.8183,6.832244,6.689324,6.766013,6.539431,5219243
628,8/1/2011,6.727668,7.125054,6.711982,7.104139,6.866233,14693800
631,8/4/2011,7.102396,7.102396,6.727668,6.936819,6.704517,33128015
632,8/5/2011,6.624836,6.915904,6.624836,6.766013,6.539431,9422644
633,8/8/2011,6.631808,6.76427,6.250108,6.422657,6.207573,13080920
